1.503485996174731554e+00,5.032738295786813865e-01,4.656005504055927702e+01,2.041130130561381151e+01,6.597532510041592246e+00,4.177279589555332251e+01,3.065923241423548262e+01,4.195158544598027106e+01,2.076733662346050835e-01,2.051297806135125867e+01,1.882834200860473572e+01,3.338811802014397756e+01,1.565065249978303541e-01,2.880516713503855897e+01,1.097889556343712769e+00,3.376205500296500617e+01,6.032151728326502393e+01,5.178716545730920018e+01,9.127386284420833817e+01,3.499419032591573142e+01,2.521989674838868467e+01,7.860574268361563810e+00,8.098946782597565175e+00,6.530868914645301970e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.182822806813661032e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.168473527209856400e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.042107617494596923e+02,0.000000000000000000e+00,1.909384444495685784e+01,0.000000000000000000e+00,6.966951571724152359e+01,1.784849029920972498e+03
6.447914508549919788e+01,1.892716831986903969e+01,1.054399083983818741e+02,8.122970592458491979e+01,1.968770336521430409e+01,1.045284364454701631e-01,5.998170166040327445e+01,1.906115875006035765e+01,4.750106787581388801e+01,4.984825280251406809e+01,6.579140427071990871e+01,3.360467214929997226e+00,9.753951307216671296e+01,2.158004812246421977e+01,5.599331346665561568e+02,1.284635369348637823e+01,7.692756927523667798e+01,1.456629908611160999e+02,1.927070508922886916e+01,9.128256114964216295e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.729345744749354807e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.471582265487185737e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.619696487712934072e+02,1.994055707651730813e+02,4.083190694567560968e+03
1.190471322646275212e+02,6.298126225555495239e+01,2.986951620258034268e+01,6.193171365605372358e+01,7.786523980493598174e-01,9.370980443472890897e+01,1.874690180832178754e+00,1.688286137769787132e+01,2.231967349452181892e+01,4.499944194482714721e+01,2.452560518259815581e+00,4.305224346799954560e+01,5.030298621336859810e+01,1.999767101041615547e+02,3.895099146565974024e+01,2.003936897541650453e+01,1.850948443418292300e+02,1.279868759863281014e+02,5.191537700519716481e+01,1.292935877119072359e+02,0.000000000000000000e+00,1.249319524911850579e+02,3.821242297068678795e+00,0.000000000000000000e+00,3.701893900716100916e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.509302159542979780e+02,0.000000000000000000e+00,3.021189576728852444e+01,0.000000000000000000e+00,9.583345242407138187e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.625781893668458451e+03
3.881054714483467905e+01,9.501064125863274512e+01,1.059720528657554297e+02,4.805319719525306255e+01,1.502904806582918340e+01,3.577080229697216396e+01,7.134250011471010566e-02,4.328986290517264024e+00,1.204753552696899987e+01,3.314048168031740715e+01,9.895516597015451055e+00,6.352669187976367482e+01,2.771634530912020722e+01,4.501881893568705095e+01,6.300514137249024316e+00,2.471103551265177600e+01,3.520636204333399633e+00,8.608949965703587850e+02,1.857167481385640144e+02,1.864644226375377301e+01,2.123921275326614477e+01,3.970169350453910795e+01,4.508383184108448916e+01,2.511993503905301139e+01,0.000000000000000000e+00,7.361044772825104587e+01,9.176899677826657609e+00,7.761447613152955682e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.377808946630261744e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.448495256439636023e+02,0.000000000000000000e+00,2.779303758758010190e+02,4.972579346464067385e+03
5.728074569218178880e+01,2.531424569570394212e+01,1.068769220306959937e+02,4.112358922757738355e+01,4.341708499516142439e+01,4.446705859923414295e+01,1.300492063927410413e+01,4.011827725686466550e+01,6.661733249575209470e+01,5.259451874431876206e+01,6.228213827447456907e+01,5.679046836422088518e+00,1.163824710806522944e+00,4.089150789782492268e+01,9.469639699936584520e+01,3.518823536596511303e+01,1.646320022473996687e+02,1.573449546891900752e+00,8.850044576470111224e+01,2.405168189893896340e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.925966975340669052e+01,2.229515456360257275e+01,0.000000000000000000e+00,1.466545019193285881e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.736834510128225872e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.365048442017419461e+01,2.806355332080809148e+03
3.614927989186895729e+01,1.458117785901704906e+02,7.295842959793957050e+01,6.166336324482275444e+01,1.419616907700044806e+01,8.046304233397165717e+01,2.960581938808176261e+01,4.507011425945506744e+01,4.009241974638854344e+01,1.911385578493409696e+02,2.318351993770589559e+02,8.536974427979279767e+01,4.062820487134399627e+01,2.483337478836766365e+01,7.524580237253569521e+02,7.068752823468460633e+01,4.093765819972527709e+01,1.457013873947634579e+02,4.400158502150827644e+01,1.579331620058260199e+01,2.030003076372859994e+01,2.837064809784258301e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.673045522640686045e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.798832191706176218e+02,3.385391985013706062e+02,0.000000000000000000e+00,6.346437095664380649e+03
3.730972619741427820e+01,4.195580208642979869e+01,1.419643386090581032e+02,6.813691479914240290e+00,1.478788929644596095e+01,8.963678634777255638e+01,4.241358341649959840e+01,8.933595617254358245e+00,4.652669429916701915e+01,1.600428754570458523e+00,4.844398357823058632e+01,1.048253654241643886e+02,5.976919143650256672e+01,1.239816584689357484e+02,8.409195454114069435e+01,1.724588576768563257e+02,6.384529682214792956e+01,2.462184864681312035e+01,1.461994936849955593e+02,3.898165358963359495e+01,0.000000000000000000e+00,2.584215962375608910e+00,3.790477296419899744e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.482773977224928785e+01,1.528400615678166901e+02,1.314544809962654881e+01,9.831666165120867618e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.408216317111559590e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.308377912617068432e+03
2.291031602288775275e+02,4.104842579220917287e+01,2.398597380486383202e+02,1.332206735860366393e+02,1.148827597725382361e+02,5.131844325693037945e+00,5.467961071500737091e+01,1.224373294521370781e+00,3.194412776760478323e+01,6.250413070025392415e+01,1.372047834060594482e+02,1.508692208955821457e+01,2.693515593117753610e+02,3.001348645362702428e+01,4.708529766580794274e+01,5.519028498107829250e+01,3.538014329369504196e+01,2.858405593991756177e+01,1.334851854866201393e-01,8.377733200368822963e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.871380687286657007e+01,2.140601557194973452e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.873205766856220862e+02,1.248343378180207424e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.596718241822844107e+02,0.000000000000000000e+00,2.338492708833903180e+02,0.000000000000000000e+00,2.116676170233110952e+02,5.800248369887494846e+03
1.749112443667399930e-02,2.506967860713315588e+01,2.466974745111865985e+01,1.258626945464767388e+01,5.195215705258178218e-01,1.631246473547829368e+01,5.960688583099007509e+00,6.251205903273093156e+01,5.124099842760188039e-03,8.842708054029184694e+00,1.083165051754807351e+01,2.520012716775497097e-01,1.050979354385502162e+00,5.507552359579930723e+00,1.576241883461836579e+01,1.416978746441088788e+01,4.662413644217659794e+02,1.784344106540061148e-01,2.825533113091456272e+00,8.522441768214623181e+00,2.026004812885416584e+01,0.000000000000000000e+00,9.085164540302859137e+00,0.000000000000000000e+00,2.295739227121621795e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.410042500783191599e+01,1.607337531850558676e+01,0.000000000000000000e+00,1.103317327610121339e+02,1.957202073171019663e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.740131268799882491e+01,0.000000000000000000e+00,4.552742869314478185e+02,3.013787349215735958e+03
4.744819698265013130e+01,1.608062392703423171e+01,6.574804758426995477e+01,4.410627216838685172e+01,4.312064249448800979e+01,1.490685584089688120e+01,2.863400688019158338e+02,1.572797366470786073e+01,2.710059238727535558e+01,3.246846925048195942e+01,4.159989283629762724e+01,1.041140905241420000e-01,5.353238299834282543e+01,1.741388766574625038e+02,3.398310623692530896e+01,3.893618037166589829e+01,2.800811402886995438e+01,8.190967914797104754e+01,4.504597891243992080e+01,1.453825034929836306e+02,3.873699249633001784e+01,2.395638289291337841e+01,6.802547200585448195e+01,0.000000000000000000e+00,1.372483447609411655e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.008894781189455614e+01,0.000000000000000000e+00,8.427592977335046953e+01,7.528516872304081176e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.727323959375031848e+01,3.329406377240667098e+03
