2.000000000000000000e+01,2.360018738324482612e+01,4.161593123846762978e+02,1.436502094524041873e+01,8.320917416168027785e+02,5.672496595474285641e-02,4.160458624527668121e+02,1.035678557359214693e+02,6.892282039740989319e+01,3.341401552662633634e+01,2.060208449979809586e+01,6.990620006898178929e+01,6.665005527524907336e+01,1.550867462476927194e+00,1.562646884737602493e+00,1.538719115683884864e+00,4.877864153689890259e+01,1.101585302735784477e+00,7.203687267183964593e+01,7.122492851482468268e+01,6.922780573807645510e+01,9.112705349419921674e+01,1.400000000000000000e+01,1.700000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.300000000000000000e+01,1.500000000000000000e+01,1.261172312445261134e+01,8.681252298196395145e+01,1.205689733542452871e+02,1.486096352816097754e+00,3.341401552662633634e+01,7.840418505805460825e+01,1.131129727040515434e+02,7.568195374426773814e-01
2.000000000000000000e+01,2.066039987623291552e+02,6.584642408815197712e+01,1.511067824627379821e+02,1.193906948486310426e+02,3.512379271238046385e+00,5.882166554567588435e+01,1.411090003424828154e+01,9.741133045245659261e+00,3.932301534787504771e+00,3.121419817754739867e+00,9.234621745508842849e+00,9.258687732937136872e+00,1.302949309402961164e+00,8.859673492598517663e-01,9.206211783759189471e-01,7.331788213444914604e+00,1.426494115042489419e+01,1.006698465280861932e+01,1.003829132822656689e+01,1.009554063395939316e+01,1.318573785861945957e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,7.074719981049589101e+00,1.138638604079592298e+01,1.679576745616186528e+01,2.184070256328999315e-01,7.848969179882646863e+00,1.143484823989297006e+01,1.649527953480322040e+01,1.323471909944651803e-01
2.000000000000000000e+01,1.155986597899882618e+05,9.629818401073935092e+02,9.235249998879586929e+04,1.207122600810524546e+03,2.533568290462970367e+02,4.562681820147993790e+02,1.923808054058167158e+02,1.817654449534739456e+02,1.479616468848649902e+02,1.404053392067955031e+02,1.413016026593551544e+02,1.406651981022660607e+02,7.825604110260085955e-01,9.351969044190060476e-01,9.148770720765745379e-01,1.075382502230013415e+02,1.101813161248555116e+04,1.043868771339061539e+02,6.659534414640805267e+01,6.624952871197768900e+01,1.069247461987441170e+02,9.000000000000000000e+00,1.300000000000000000e+01,6.000000000000000000e+00,1.300000000000000000e+01,6.000000000000000000e+00,1.300000000000000000e+01,3.371899255845648895e+02,1.706652025003254778e+02,1.776654656546746196e+02,1.775427399905812054e-01,3.564304717174167649e+02,1.743461884799968118e+02,1.845090123522877263e+02,1.775427399905812054e-01
2.000000000000000000e+01,4.402053029004682321e+04,6.721303289079071419e+02,2.451079925871508385e+04,6.902002780261393582e+02,2.469292459387099257e+02,1.782718370304873474e+02,1.027796052267240157e+02,9.117012154599794371e+01,1.024839140543129332e+02,6.527172441070047171e+01,8.577247731739157643e+01,7.499823011993967725e+01,8.426798718561645529e-01,7.982120427631823611e-01,6.631835978010943711e-01,5.919850310541755789e+01,3.376722066689121220e+03,5.668168920510984066e+01,4.049286881892735579e+01,3.808407876536304570e+01,6.296956917479538163e+01,1.300000000000000000e+01,1.700000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,7.000000000000000000e+00,1.400000000000000000e+01,1.794368111146811273e+01,9.297798033298211351e+01,9.978230301434071237e+01,7.352153982623323980e-01,1.274803276643633723e+02,8.945516122927263325e+01,1.007726516679057340e+02,0.000000000000000000e+00
2.000000000000000000e+01,2.682059938726349501e+05,1.762410461898475660e+03,1.396850769552402780e+05,1.636440241112512695e+03,6.856080599585271784e+02,3.911943419814213598e+02,2.546735214336542867e+02,1.973315735859264350e+02,7.073842309224993130e+01,6.445992437368916228e+01,1.958833993390316550e+02,1.921111800937091232e+02,6.531661456898829599e-01,8.203374768267203132e-01,6.662570178446063363e-01,1.459573289499788018e+02,2.054201575924658027e+04,9.667196023004785843e+01,8.499076691828696539e+01,9.010808213555971236e+01,1.529760420369617009e+02,8.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,2.110396846680365002e+02,1.856276570358893991e+02,2.402258114004888512e+02,8.879662983467097037e-01,3.380437585284121269e+02,1.931888467317128004e+02,2.467965802469577739e+02,0.000000000000000000e+00
2.000000000000000000e+01,1.093760828278486042e+04,6.463354904702639487e+02,9.215021497791951333e+03,6.430024637397581273e+02,3.052520449755985510e+02,3.583140051906678991e+01,1.145467623106312374e+02,1.322492599356161520e+02,1.178161730189352028e+02,1.235546518610379394e+02,8.596633440643057611e+01,8.601583625234687247e+01,4.595499116031970255e-01,4.392956875022801522e-01,4.355352158168459553e-01,5.502185294338595156e+01,1.201946936901968456e+03,8.649629225853875880e+01,4.803123197774417719e+01,4.846286342572061301e+01,7.931258353585889154e+01,1.000000000000000000e+01,1.300000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,1.358115852997365494e+02,1.299032654641499391e+02,1.116803278333682954e+02,5.200647533449239690e-01,2.604429287303755132e+02,1.302841436335962158e+02,1.124350839916000098e+02,0.000000000000000000e+00
2.000000000000000000e+01,1.173377792686858302e+05,1.037282365601315178e+03,6.983156351327960147e+04,1.098157499214176596e+03,3.519395931757387075e+02,3.334031792498378763e+02,1.780888339770931736e+02,1.759147974813842268e+02,1.862161897773780765e+02,1.410240819058546435e+02,1.393110701237714295e+02,1.344169677299263981e+02,6.694622802803089634e-01,8.077787418571946709e-01,7.462215657251669576e-01,1.014270986069164024e+02,1.025719785539797886e+04,9.786319696875521856e+01,5.067058715630336962e+01,5.877049491718889129e+01,9.775083859294811361e+01,6.000000000000000000e+00,1.100000000000000000e+01,5.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,1.400000000000000000e+01,2.675820507012250573e+02,1.782866117095901757e+02,1.789427004513024713e+02,4.930841528699152487e-01,2.489376956479768523e+02,1.700491297348980027e+02,1.743215517050250867e+02,8.064726182205823601e-01
2.000000000000000000e+01,1.171111269601945605e+04,4.780219120558777490e+02,8.483795947499351314e+03,4.629284651755432947e+02,2.112987398981491651e+02,5.542443225957940456e+01,8.388181900530842938e+01,8.110674761892670404e+01,5.758545233769824279e+01,6.450909290019261277e+01,6.500010838552648806e+01,6.481348452607912236e+01,7.119203335788935050e-01,5.477448044747393885e-01,6.597574787968646381e-01,4.396406680408021828e+01,1.362594694035988596e+03,5.088502578586301439e+01,2.837920920903608391e+01,2.880058745281926491e+01,5.455433093573552128e+01,1.100000000000000000e+01,1.200000000000000000e+01,5.000000000000000000e+00,1.500000000000000000e+01,5.000000000000000000e+00,1.200000000000000000e+01,3.830109031052086266e+01,8.079658618480111443e+01,8.249741760854516315e+01,5.616041671263016788e-01,3.909024145388283955e+01,8.235204689798680988e+01,8.225792409490458112e+01,1.794513884431619688e-01
2.000000000000000000e+01,1.012330124971663508e+03,2.513435759869438755e+02,7.965994599850790792e+02,2.460005499283934682e+02,1.215060270448483379e+02,8.331521897247192499e+00,3.522303465334553607e+01,3.901871252168976412e+01,3.949535688382451326e+01,3.501571551056083109e+01,2.516184892584925237e+01,2.438996480113515730e+01,2.693766129816067001e-01,3.877776941728319771e-01,3.493442325893944544e-01,1.689270957673513607e+01,8.413865400710646725e+01,2.601571919489672524e+01,1.945011198838841082e+01,1.898120039378482105e+01,2.656486981959717752e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.200000000000000000e+01,1.600000000000000000e+01,1.200000000000000000e+01,1.600000000000000000e+01,2.157962271732479920e+01,3.890691844181318260e+01,3.466768175355637993e+01,3.031081262761392559e-01,9.633058314641341724e+01,3.875473236867846794e+01,3.402476267125680209e+01,0.000000000000000000e+00
2.000000000000000000e+01,5.930083992461021990e+04,6.959906001012443539e+02,3.771743779241491575e+04,7.857035201550368129e+02,1.989928946135427452e+02,2.980048108741588067e+02,1.353603294265569730e+02,1.300472248009886300e+02,8.809718266126390063e+01,9.396324561912176421e+01,1.037940993385534085e+02,1.033368391478648221e+02,9.177724190877769583e-01,8.949748447905324644e-01,9.030042378816900417e-01,7.634144352188422999e+01,5.771843335588611808e+03,6.070575074639525326e+01,3.301325491028175918e+01,3.254362401302369534e+01,7.221035844821598459e+01,6.000000000000000000e+00,1.100000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,5.000000000000000000e+00,1.500000000000000000e+01,1.401871512233860813e+02,1.228891479245292970e+02,1.340486265546085178e+02,1.395374831236890323e+00,2.845095020480122372e+01,1.329470207295069031e+02,1.309191559743617574e+02,7.900929523684687705e-01
2.000000000000000000e+01,1.456609851945739065e+05,1.932096713691562400e+03,1.254929914648467238e+05,1.948584718709437993e+03,8.836260560318472699e+02,1.648446016278678599e+02,2.855737434942943764e+02,2.704796610695086656e+02,2.298576035833095830e+02,2.234936556246381372e+02,2.106123351644046124e+02,2.106501765459516378e+02,5.550338610144067708e-01,4.771809322736609293e-01,4.811469315353781862e-01,1.470195492134059521e+02,1.386406488528665614e+04,1.884702328890879812e+02,1.198222214542797843e+02,1.200694176890352054e+02,1.894976524730928134e+02,1.200000000000000000e+01,1.600000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.100000000000000000e+01,1.600000000000000000e+01,3.645834820587632521e+02,2.593606535436686045e+02,2.777939782826851456e+02,1.497604536722233703e+00,6.874278705589776450e+01,2.774802899615314686e+02,2.840064303388166991e+02,5.105765593413137404e-01
2.000000000000000000e+01,1.086567121268954907e+04,3.266670953905177726e+02,7.173450428306739923e+03,3.302568407173324658e+02,1.168324722529658288e+02,9.300215088458611490e+01,5.373651913395887902e+01,5.356742009951229733e+01,5.004275926422982224e+01,4.543517124343835434e+01,4.103928171790909118e+01,4.017138058087935804e+01,6.467326467363825326e-01,6.894264098941123020e-01,7.368864304345654759e-01,3.010033561153266390e+01,8.693526755914300566e+02,3.286794417555929471e+01,1.648258616694886669e+01,1.540078588080158006e+01,2.971897441728367539e+01,9.000000000000000000e+00,1.500000000000000000e+01,7.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,6.599753946908639080e+01,5.353827006612235095e+01,5.403514100116085928e+01,2.234761079107359938e-01,4.353385955194408297e+01,5.409777668343689072e+01,5.212638766293517278e+01,1.227054318008055089e-01
2.000000000000000000e+01,1.262463463157373480e+05,1.487196385131744137e+03,9.891436363742097456e+04,1.495835639720426116e+03,6.458636777941908349e+02,1.954690295433623533e+02,2.459810840276029182e+02,2.169464420138561707e+02,9.241912137240557001e+01,1.458904159852980342e+02,1.980538486600187866e+02,1.903567757810426428e+02,6.071311802520885648e-01,5.226900825484227520e-01,5.585259062982268485e-01,1.315865213923553938e+02,1.375500524652584863e+04,1.263657181731001629e+02,7.425858785189338107e+01,8.333358986180320471e+01,1.516357022987277787e+02,9.000000000000000000e+00,1.300000000000000000e+01,1.100000000000000000e+01,1.800000000000000000e+01,8.000000000000000000e+00,1.300000000000000000e+01,2.540852615175567308e+01,2.364165615392021209e+02,2.389029133923192489e+02,8.435752613654643461e-01,1.417085320470381049e+01,2.300590879433294447e+02,2.457299707967985398e+02,1.411224795068814208e-01
2.000000000000000000e+01,4.944271915486896432e+03,2.942685671537149119e+02,3.249548528694534980e+03,5.217803860565871901e+02,1.934548197267494629e+01,2.555776032083650193e+02,8.823728832262305843e+01,7.124910640184826605e+01,1.002470887057308460e+02,5.767727437712135696e+01,8.029638556271711991e+01,6.626807721239178761e+01,1.380259935512345271e+00,1.402571493397990698e+00,1.405277522139394941e+00,4.283644810330449104e+01,4.345553281229574054e+02,6.870929562071151508e+01,4.559908366135180557e+01,4.284186657556018929e+01,7.180285457999043786e+01,1.500000000000000000e+01,1.700000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.559072513447361352e+01,7.987512298564180924e+01,8.634937436050213933e+01,1.247442257805428667e-01,1.976865851779197314e+01,7.811974316163988874e+01,8.689540784587646272e+01,1.247442257805428667e-01
