2.243977281499623189e+02,3.347941602680315327e+02,9.986779172057451888e+02,3.973516482478377725e+02,4.307952763905841493e+02,4.733023586131142793e+02,4.081227924725382650e+02,9.902727553098219460e+02,1.934228532049989440e+02,3.726785036542027569e+02,4.033561444569090213e+02,3.209305324566876152e+02,9.083630247038274774e+01,9.475515049009447921e+02,4.542184491682037333e+02,2.418606863863087995e+02,3.548625492531892291e+02,9.592074915024056736e+02,1.975508979847812157e+02,2.896296405458124354e+02,2.763384858331943974e+02,4.607194817961093918e+02,9.501216853543566003e+02,4.642490832418258719e+02,5.040521914537290513e+02,4.916036223275235670e+02,5.399851648098226633e+02,7.648419370743680474e+02,3.550846869211832768e+02,4.013245806716880679e+02,4.510071117072304787e+02,4.885780802680828288e+02,9.510027631473012661e+02,6.779631427624757407e+02,5.467924458148813756e+02,2.768654906397382547e+02,5.118701286093722729e+02,8.187264775852883076e+02,1.421201354749569532e+02,7.833144726948861489e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.600000000000000000e+01,1.900000000000000000e+01,1.200000000000000000e+01,2.000000000000000000e+00,1.700000000000000000e+01,7.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,1.400000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,1.500000000000000000e+01,1.800000000000000000e+01,3.317900961185295728e+03
7.864962792409576195e+02,5.202332684897488662e+02,6.733418439680829124e+02,3.630367147479852292e+02,5.513590148667420863e+02,7.993006686219953281e+02,3.117733359392024113e+02,5.618192932979252419e+02,6.244404171974236988e+02,4.325391814126599570e+02,9.888610889064947287e+02,7.481656543798394523e+02,2.804439920644051654e+02,7.892793284514884817e+02,1.032260065776420248e+02,4.478935261759051514e+02,9.085955030930955445e+02,2.936141483736794839e+02,2.877753385863487665e+02,1.300285721182776797e+02,4.042713276206106912e+02,3.915180662169948391e+02,5.550861015303664772e+02,3.444418697201652435e+02,4.281374735814940777e+02,4.544100865438697383e+02,8.203553204436805117e+02,6.531721424684450312e+02,6.860083358581205175e+02,5.601579799695206248e+02,1.936695787029707461e+01,6.788355329398909817e+02,2.116281160000590376e+02,2.655466593722262019e+02,4.915731592803383023e+02,5.336254511708038706e+01,5.741176054920131264e+02,1.467285749058101487e+02,5.893055369032842918e+02,6.997583600209311498e+02,0.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,1.200000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,1.600000000000000000e+01,5.000000000000000000e+00,3.636239986840301299e+03
8.242660874797858241e+02,9.581441515843940238e+01,7.602270582913985209e+02,7.884492201147987771e+02,7.748655430784280043e+02,7.572528197677529533e+02,3.823190653561038488e+00,9.712200711109464919e+02,6.479942928374364897e+01,9.348490191223964985e+02,3.703600095711843920e+01,9.399654721104362807e+02,7.880016189076893625e+02,8.760867370961524330e+02,3.798032867686970349e+02,7.629200734449887022e+02,7.715949980443676850e+02,3.013604954098934172e+02,7.727391467775770479e+02,1.529298225540287604e+02,3.530530789580487294e+02,6.907399815680371375e+02,4.020589768571603031e+02,3.490583419573663377e+02,3.495254274714907865e+02,3.663305835479462758e+02,5.565453864218704894e+02,5.899945681196404621e+02,5.680006947713856107e+02,5.166439665778116250e+02,5.970278192486147191e+02,5.599871711137710690e+02,3.407035760175866130e+02,5.800209572571612853e+02,5.786339307357228563e+02,9.007996961042930906e+00,7.090425219928454226e+02,4.706408076624210253e+02,7.645925702404983895e+02,4.673926831470521961e+02,0.000000000000000000e+00,1.500000000000000000e+01,1.700000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,1.800000000000000000e+01,1.600000000000000000e+01,1.300000000000000000e+01,7.000000000000000000e+00,1.100000000000000000e+01,9.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,1.200000000000000000e+01,3.000000000000000000e+00,2.983043103896775847e+03
4.123927015371218658e+02,5.184922453883192475e+02,1.615683691070761370e+02,9.305621332026516939e+02,8.563923641747920783e+02,6.664888756523383790e+02,6.620938126175569494e+01,2.887797339062007609e+02,5.614774138993216184e+02,7.721357233826915945e+02,9.958084733969160425e+02,3.066337021777249561e+02,9.515909029485276278e+02,7.669982535992428438e+02,6.268424749436912862e+02,6.443723831562280111e+02,5.192172669130206941e+02,7.197427968948677801e+01,9.672763300002719689e+02,5.681004619199421768e+02,1.504709240571244777e+02,2.799375455573858744e+02,7.007981864187128167e+02,3.349638957070984588e+02,9.040267956250409043e+02,7.806425540643722343e+02,3.486706796932318753e+02,5.113708177261841570e+02,2.285248193968303667e+02,1.557998391529325311e+01,5.572434631844168962e+02,6.855717414497950131e+02,5.839202552042222578e+02,8.229793397733792517e+02,8.655856656624445122e+02,2.309322986018219694e+02,7.628946729075106532e+02,2.032932346609904641e+02,2.523257445703234225e+02,7.438258540750929342e+02,0.000000000000000000e+00,1.700000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,1.600000000000000000e+01,1.900000000000000000e+01,1.400000000000000000e+01,5.000000000000000000e+00,1.300000000000000000e+01,4.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,1.800000000000000000e+01,9.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,3.459282316747124241e+03
1.727406799991306059e+02,7.042625480277793031e+02,8.303328241560753895e+02,1.860612813471434492e+02,4.600210822998090521e+01,9.403288384139915479e+02,8.427256300296171787e+01,1.825186917123101793e+01,7.126937115406972225e+02,3.091592041612433377e+02,4.702675330405581633e+01,7.744794645063241205e+02,7.438340630779778166e+02,5.765842163910739373e+02,8.396452138186094771e+02,6.232921128220615401e+02,3.245174964216431590e+02,7.280116434027697778e+02,5.227366296364219806e+02,7.368114658282387381e+02,7.866782831573221983e+02,3.694624629710954622e+01,5.946704532193933090e+01,7.539255342409169316e+02,6.438035762853535289e+02,5.282069683111524228e+02,7.139170004763577708e+02,6.890894918974761367e+02,5.496676067821648815e+01,8.280838099107791095e+02,6.263823386554098533e+02,1.855053424308273691e+01,8.871551875240507457e+01,1.654061148462597828e+02,6.870582924332586572e+02,4.268108400282418984e+02,7.285573975501831683e+02,7.563353922144793842e+02,3.976112823946483559e+02,9.252001088608293458e+02,0.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,1.800000000000000000e+01,1.500000000000000000e+01,1.300000000000000000e+01,1.200000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,1.400000000000000000e+01,1.700000000000000000e+01,1.900000000000000000e+01,9.000000000000000000e+00,1.600000000000000000e+01,3.000000000000000000e+00,3.230777215392082326e+03
9.904529657077517868e+00,7.217233367098653218e+01,3.071527442762900364e+02,8.967007588076938873e+02,1.817749740532642306e+02,6.508432590615947220e+02,4.314144688575542119e+01,8.784082923392716111e+02,3.485749736691640237e+02,2.597862399298363130e+02,3.136108295286690577e+02,9.528311237207159365e+02,2.183932321792568700e+02,2.487002000761070519e+02,8.638017946127414461e+02,2.352683312661103514e+02,8.151000557680220027e+02,5.438972352743908232e+02,1.912602691943140485e+02,5.888399378361640402e+02,2.633112313698158857e+01,3.675673238664480778e+02,2.828852877204510463e+01,3.045813703287758045e+01,8.632429622483812182e+02,9.449663961975645634e+02,6.314513897303218073e+02,4.565423190432597380e+02,8.432524830534309785e+02,7.765315534198393834e+02,4.813679347864741231e+01,1.587298080469423667e+01,4.971101640961195045e+01,3.994152912393344081e+02,5.769039616018684455e+02,8.675174562391574682e+02,7.861622376485191808e+02,2.547027541233862848e+02,8.225490603384444910e+01,1.577559994820192344e+02,0.000000000000000000e+00,1.800000000000000000e+01,1.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+01,1.700000000000000000e+01,1.900000000000000000e+01,3.000000000000000000e+00,1.100000000000000000e+01,7.000000000000000000e+00,1.400000000000000000e+01,1.600000000000000000e+01,5.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.500000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,3.847368568125928959e+03
5.929327002561446989e+02,6.058239980353329202e+02,3.985569976874398890e+02,3.827484126939276621e+02,5.819925640372824773e+02,2.300315056927711908e+02,4.663084563657183139e+02,5.064975050440884843e+02,5.354878495595952472e+02,4.214297413702637414e+02,6.138285754213632117e+02,5.034784478248580513e+02,2.739773661575978849e+02,4.858403746451703000e+02,3.941515967490180401e+02,2.855762816956939218e+02,5.868333406560828962e+02,7.500217637026598823e+02,8.583138364290423397e+02,7.550821884676801119e+02,4.663230085899133996e+02,5.944769990303057057e+02,2.409542395859068620e+02,7.218197756218227141e+02,4.523181406650647887e+02,2.698908614069421787e+02,6.194604426073627792e+02,6.269450203681462881e+02,4.601367865565859461e+02,4.440026506039913556e+02,5.995832046331823904e+02,8.155190140345682721e+02,4.357910348341658846e+02,6.117322715514364972e+02,2.946536046232472472e+02,6.980572484473029817e+02,8.644794300545997885e+02,3.226809968367464307e+02,6.707887907875872315e+02,4.508739364133491563e+02,0.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.400000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,1.200000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,1.100000000000000000e+01,1.600000000000000000e+01,6.000000000000000000e+00,1.300000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01,1.700000000000000000e+01,2.612935272565810919e+03
4.467187189568439010e+01,7.413194377374173882e+01,9.023661241365155661e+01,9.082544177947254127e+01,9.551741061066167049e+01,4.881583407403709884e+00,5.083727372087786307e+02,3.950119919912506816e+01,2.607828883097909056e+01,1.058920621775415327e+02,1.397621308527031943e+02,3.253492003279056632e+00,4.441794143328703370e+01,2.812168956686458046e+02,8.650896390897157744e+02,7.312331116507387208e+01,6.603318942300559229e+02,1.873785790873425583e+02,5.222865675902367002e+02,9.038792650786939475e+02,4.872119380379011773e+02,6.354420503673779876e+02,6.387548622966371568e+02,4.521710400646564949e+02,3.580071239387052628e+02,4.786244657801778999e+02,3.227172909911535612e+02,6.668441189372323379e+02,2.298561903779929594e+02,5.111014021306506265e+02,3.479889279290237596e+02,5.834459702495852298e+02,4.751527326184507274e+02,8.470222845115650898e+02,8.387794070859986277e+02,1.392800503693933933e+02,5.403045632663034894e+02,4.670853112423292259e+02,2.186829008973486452e+02,4.408283173513615338e+02,0.000000000000000000e+00,1.200000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,1.800000000000000000e+01,6.000000000000000000e+00,1.600000000000000000e+01,1.900000000000000000e+01,1.400000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.100000000000000000e+01,5.000000000000000000e+00,3.294309677647906028e+03
2.434593772636315805e+02,8.157803242246657192e+02,7.840479178104577613e+02,1.564542912228183411e+02,7.748617831692022264e+02,7.143842369616945689e+02,3.352421991776708410e+02,2.388201564804844281e+02,2.147038445543244620e+02,7.240035102547744827e+02,1.837190203249701312e+02,7.972367198400980897e+02,3.412140474838489013e+02,1.259736151955877546e+02,2.233042799180617877e+01,3.243624597261865006e+02,8.729223764001110339e+02,8.447096076020695818e+02,5.384405925945436593e+02,8.666082741665129561e+02,8.400706754894335972e+02,2.595998018714262798e+02,1.963135513780189854e+02,7.995079005891623183e+02,3.551156321857807825e+02,2.414317833854722437e+02,8.307646485180604259e+02,9.178615839959261393e+02,8.861886304691554415e+02,4.091862111670874924e+01,8.815987141909595266e+02,1.924437586726112102e+02,7.937022124034421040e+02,8.279770169456962776e+02,9.498059913536264958e+02,8.264069976293412765e+02,8.541154438365387023e+02,9.874340182034835323e+01,6.513043323409910954e+02,7.035169881526529707e+02,0.000000000000000000e+00,1.500000000000000000e+01,6.000000000000000000e+00,1.200000000000000000e+01,1.800000000000000000e+01,5.000000000000000000e+00,9.000000000000000000e+00,1.700000000000000000e+01,1.100000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.900000000000000000e+01,1.600000000000000000e+01,7.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,1.400000000000000000e+01,1.300000000000000000e+01,3.000000000000000000e+00,3.140992418086552789e+03
6.533932791820543571e+02,2.882974573733411603e+02,6.291734825846011745e+02,2.722367316724008219e+02,5.938668545566744115e+02,2.191310658787052432e+02,2.627036714270072935e+02,3.426817256530486588e+01,7.689199215908793121e+02,6.473558050697614874e+01,2.030786734551393380e+01,2.407647050352620681e+02,4.226329737302631884e+01,7.431601420445132362e+02,6.422877924331415898e+02,2.011142783782907486e+02,6.909421420661685715e+02,1.886368009553108891e+02,4.419042807484233890e+02,5.815774073442911458e+02,3.210673407602922680e+02,7.662600985134099574e+02,3.364951464266527523e+02,7.731341337255968256e+02,2.618497423559675781e+02,8.004867946462439932e+02,8.050399125340095452e+02,3.515493544964393777e+02,4.506047932569122736e+02,3.207424375748347529e+02,3.134805147734822413e+02,9.692489999678485901e+02,3.071796746099292363e+02,4.444131424987701280e+02,2.864789861608917363e+02,9.757743288664138390e+02,9.897517076637052469e+02,2.039062252331218588e+02,2.477329017623548566e+02,2.621730837729119230e+02,0.000000000000000000e+00,2.000000000000000000e+00,1.300000000000000000e+01,8.000000000000000000e+00,1.600000000000000000e+01,1.100000000000000000e+01,1.500000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,9.000000000000000000e+00,1.700000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01,4.000000000000000000e+00,1.400000000000000000e+01,2.765215332719184062e+03
